asset_id,market_id,acquisition_date,equipment_class,oec
6481,1,1/1/2016,Aerial,61920
6073,2,1/1/2016,Aerial,61920
6062,2,1/1/2016,Aerial,61920
2026,3,1/1/2016,Aerial,61847
2146,3,1/1/2016,Aerial,61847
1836,3,1/1/2016,Aerial,61847
2536,3,1/1/2016,Aerial,61847
1407,7522,1/1/2016,Aerial,61847
2376,1,1/1/2016,Aerial,61847
2535,6877,1/1/2016,Aerial,61847
2089,3,1/1/2016,Aerial,61847
1574,3,1/1/2016,Aerial,61847
1406,6,1/1/2016,Aerial,61847
1968,3,1/1/2016,Aerial,61847
2015,3,1/1/2016,Aerial,61847
2144,7672,1/1/2016,Aerial,61847
1971,3,1/1/2016,Aerial,61847
2142,3,1/1/2016,Aerial,61847
1361,5,1/1/2016,Aerial,61609
6963,4,1/1/2017,Aerial,61584
7764,9,2/1/2017,Aerial,61584
7777,5,2/1/2017,Aerial,61584
7424,9,2/1/2017,Aerial,61584
6964,11007,1/1/2017,Aerial,61584
7581,6877,2/1/2017,Aerial,61584
7842,3,3/1/2017,Aerial,61584
7636,2,2/1/2017,Aerial,61584
8991,8,4/1/2017,Aerial,61584
8974,4,4/1/2017,Aerial,61584
8965,5,4/1/2017,Aerial,61584
7957,9,3/1/2017,Aerial,61584
8374,5,3/1/2017,Aerial,61584
7977,3,3/1/2017,Aerial,61584
8979,9,4/1/2017,Aerial,61584
9008,9,4/1/2017,Aerial,61584
9084,8,4/1/2017,Aerial,61584
1551,1,1/1/2016,Aerial,61560
2534,9,1/1/2016,Aerial,61541
1404,8,1/1/2016,Aerial,61541
1370,9,1/1/2016,Aerial,61541
1525,1,1/1/2016,Aerial,61541
7517,11007,2/1/2017,Aerial,61219
627,8606,1/1/2016,Aerial,61200
5068,6,1/1/2016,Aerial,61140
4818,7522,1/1/2016,Aerial,61140
4212,2,1/1/2016,Aerial,61140
4740,9,1/1/2016,Aerial,61140
5066,5,1/1/2016,Aerial,61140
4739,6,1/1/2016,Aerial,61140
4819,7522,1/1/2016,Aerial,61140
4387,3,1/1/2016,Aerial,61140
4027,9,1/1/2016,Aerial,61140
4028,9,1/1/2016,Aerial,61140
4224,2,1/1/2016,Aerial,61140
4785,9,1/1/2016,Aerial,61140
3913,9,1/1/2016,Aerial,61008
5067,9,1/1/2016,Aerial,61008
5058,9,1/1/2016,Aerial,61008
3838,3,1/1/2016,Aerial,61008
8169,7670,3/1/2017,Dirt,60918
6034,2,1/1/2016,Aerial,60903
6033,2,1/1/2016,Aerial,60903
6032,2,1/1/2016,Aerial,60903
7653,9,2/1/2017,Aerial,60883
699,1,1/1/2016,Aerial,60840
1671,7669,1/1/2016,Aerial,60642
16171,8,10/1/2017,Aerial,60592
16200,7329,10/1/2017,Aerial,60592
16185,8,10/1/2017,Aerial,60592
16193,6,10/1/2017,Aerial,60592
16318,7329,10/1/2017,Aerial,60592
16319,8,10/1/2017,Aerial,60592
16188,10744,10/1/2017,Aerial,60592
16321,7329,10/1/2017,Aerial,60592
16635,8,10/1/2017,Aerial,60592
16352,7329,10/1/2017,Aerial,60592
16450,8,10/1/2017,Aerial,60592
16334,7522,10/1/2017,Aerial,60592
16194,7522,10/1/2017,Aerial,60592
16192,7522,10/1/2017,Aerial,60592
3416,9,1/1/2016,Aerial,60103
3411,9,1/1/2016,Aerial,60103
2118,3,1/1/2016,Aerial,59899
2387,8631,1/1/2016,Aerial,59899
1856,5,1/1/2016,Aerial,59899
5966,5,1/1/2016,Aerial,59618
5950,9,1/1/2016,Aerial,59618
6048,9,1/1/2016,Aerial,59618
5876,5,1/1/2016,Aerial,59618
4680,8,1/1/2016,Aerial,59618
5888,9,1/1/2016,Aerial,59618
5956,9,1/1/2016,Aerial,59618
4541,3,1/1/2016,Aerial,59618
5870,5,1/1/2016,Aerial,59618
5951,8,1/1/2016,Aerial,59618
4602,3,1/1/2016,Aerial,59618
5887,9,1/1/2016,Aerial,59618
4288,4,6/1/2016,Aerial,59618
5886,5,1/1/2016,Aerial,59618
3501,10744,1/1/2016,Aerial,59613
3293,7329,1/1/2016,Aerial,59613
6277,5,1/1/2016,Aerial,59613
6431,9,1/1/2016,Aerial,59613
2337,7522,1/1/2016,Aerial,59613
6204,3,1/1/2016,Aerial,59613
5882,3,1/1/2016,Aerial,59613
3503,6877,1/1/2016,Aerial,59613
6111,3,1/1/2016,Aerial,59613
2351,8,1/1/2016,Aerial,59613
2306,3,1/1/2016,Aerial,59613
2309,8,1/1/2016,Aerial,59613
3607,6,1/1/2016,Aerial,59613
1736,3,1/1/2016,Aerial,59613
2308,3,1/1/2016,Aerial,59613
6038,3,1/1/2016,Aerial,59613
2361,3,1/1/2016,Aerial,59613
1632,3,1/1/2016,Aerial,59613
6486,3,1/1/2016,Aerial,59613
1651,5,1/1/2016,Aerial,59613
2305,3,1/1/2016,Aerial,59613
6208,6877,1/1/2016,Aerial,59613
3439,9,1/1/2016,Aerial,59613
2300,3,1/1/2016,Aerial,59613
2303,3,1/1/2016,Aerial,59613
3504,6,1/1/2016,Aerial,59613
3295,3,1/1/2016,Aerial,59613
3271,6877,1/1/2016,Aerial,59613
3606,9,1/1/2016,Aerial,59613
2320,6,1/1/2016,Aerial,59613
2030,6877,1/1/2016,Aerial,59613
2350,3,1/1/2016,Aerial,59613
3252,3,1/1/2016,Aerial,59613
1874,3,1/1/2016,Aerial,59613
1793,3,1/1/2016,Aerial,59613
3609,8,1/1/2016,Aerial,59613
6091,3,1/1/2016,Aerial,59613
2307,3,1/1/2016,Aerial,59613
2324,3,1/1/2016,Aerial,59613
2342,6,1/1/2016,Aerial,59613
3308,3,1/1/2016,Aerial,59613
3253,3,1/1/2016,Aerial,59613
6207,6,1/1/2016,Aerial,59613
6363,5,1/1/2016,Aerial,59613
3745,9,1/1/2016,Aerial,59613
6235,6877,1/1/2016,Aerial,59613
2304,3,1/1/2016,Aerial,59613
6362,6877,1/1/2016,Aerial,59613
6388,3,1/1/2016,Aerial,59613
1706,3,1/1/2016,Aerial,59613
2362,7522,1/1/2016,Aerial,59613
3610,5,1/1/2016,Aerial,59613
933,3,1/1/2016,Aerial,59613
2301,3,1/1/2016,Aerial,59613
3502,7329,1/1/2016,Aerial,59613
2302,3,1/1/2016,Aerial,59613
1806,6877,1/1/2016,Aerial,59613
3297,3,1/1/2016,Aerial,59613
2352,6,1/1/2016,Aerial,59613
1816,3,1/1/2016,Aerial,59613
1261,3,1/1/2016,Aerial,59613
5982,3,1/1/2016,Aerial,59613
2360,3,1/1/2016,Aerial,59613
1650,3,1/1/2016,Aerial,59613
6368,9,1/1/2016,Aerial,59613
3734,5,1/1/2016,Aerial,59613
2331,3,1/1/2016,Aerial,59613
1735,3,1/1/2016,Aerial,59613
6092,3,1/1/2016,Aerial,59613
3611,9,1/1/2016,Aerial,59613
1799,6877,1/1/2016,Aerial,59613
6386,6,1/1/2016,Aerial,59613
6145,5,1/1/2016,Aerial,59613
1737,3,1/1/2016,Aerial,59613
2295,3,1/1/2016,Aerial,59613
3294,3,1/1/2016,Aerial,59613
3505,8632,1/1/2016,Aerial,59613
3731,8,1/1/2016,Aerial,59613
2140,3,1/1/2016,Aerial,59613
3298,3,1/1/2016,Aerial,59613
932,3,1/1/2016,Aerial,59613
3608,6877,1/1/2016,Aerial,59613
9780,7329,6/1/2017,Aerial,59411
9334,8,5/1/2017,Aerial,59411
9335,7329,5/1/2017,Aerial,59411
16041,1,10/1/2017,Aerial,59411
9779,8,6/1/2017,Aerial,59411
12008,8,8/1/2017,Aerial,59411
9041,8,4/1/2017,Aerial,59411
9004,8,4/1/2017,Aerial,59411
8709,8,4/1/2017,Aerial,59411
9002,7329,4/1/2017,Aerial,59411
8743,7329,4/1/2017,Aerial,59411
8267,8,3/1/2017,Aerial,59411
8744,8,4/1/2017,Aerial,59411
16063,1,10/1/2017,Aerial,59411
10018,8,6/1/2017,Aerial,59411
5479,6,1/1/2016,Dirt,59040
5480,9,1/1/2016,Dirt,59040
5481,9,1/1/2016,Dirt,59040
10774,5,7/1/2017,Aerial,58824
10223,5,6/1/2017,Aerial,58824
13396,9,9/1/2017,Aerial,58824
10889,6,7/1/2017,Aerial,58824
4137,3,1/1/2016,Aerial,58610
4643,6877,1/1/2016,Aerial,58610
4156,3,1/1/2016,Aerial,58610
4120,3,1/1/2016,Aerial,58610
3907,8,1/1/2016,Aerial,58610
4641,6877,1/1/2016,Aerial,58610
1985,3,1/1/2016,Aerial,58610
4642,7329,1/1/2016,Aerial,58610
4535,6877,1/1/2016,Aerial,58610
4396,3,1/1/2016,Aerial,58610
3736,5,1/1/2016,Aerial,58610
18329,7522,10/1/2017,Aerial,58320
18332,8,10/1/2017,Aerial,58320
2028,3,1/1/2016,Aerial,58052
2145,8,1/1/2016,Aerial,58052
2529,6877,1/1/2016,Aerial,58052
2143,3,1/1/2016,Aerial,58052
2533,6877,1/1/2016,Aerial,58052
2531,5,1/1/2016,Aerial,58052
2006,3,1/1/2016,Aerial,58052
2530,6,1/1/2016,Aerial,58052
2532,9,1/1/2016,Aerial,58052
2029,3,1/1/2016,Aerial,58052
2007,3,1/1/2016,Aerial,58052
2141,3,1/1/2016,Aerial,58052
5725,7329,1/1/2016,Aerial,57600
5670,6877,1/1/2016,Aerial,57600
5861,9,1/1/2016,Aerial,57600
3952,8,1/1/2016,Aerial,57406
4601,3,6/1/2016,Aerial,57406
4065,1,1/1/2016,Aerial,57406
13911,7669,9/1/2017,Dirt,56970
13860,5,9/1/2017,Dirt,56970
8268,5,3/1/2017,Dirt,56544
8270,9,3/1/2017,Dirt,56544
8269,9,3/1/2017,Dirt,56544
5627,9,1/1/2016,Dirt,56544
10675,9,7/1/2017,Dirt,56544
9943,3,6/1/2017,Aerial,56304
10204,9,6/1/2017,Aerial,56304
10019,7329,6/1/2017,Aerial,56304
13794,5,10/1/2017,Aerial,56304
13926,2,10/1/2017,Aerial,56304
10102,5,6/1/2017,Aerial,56304
8728,4,4/1/2017,Aerial,56304
13645,3,9/1/2017,Aerial,56304
10321,8,6/1/2017,Aerial,56304
8742,7672,4/1/2017,Aerial,56304
10278,9,6/1/2017,Aerial,56304
8275,4,3/1/2017,Aerial,56304
13748,3,9/1/2017,Aerial,56304
9791,3,6/1/2017,Aerial,56304
8244,4,3/1/2017,Aerial,56304
9797,6,6/1/2017,Aerial,56304
13623,8,9/1/2017,Aerial,56304
8358,8606,3/1/2017,Dirt,56300
4362,9,1/1/2016,Dirt,55438
2196,1,1/1/2016,Aerial,55275
2374,10525,1/1/2016,Aerial,55275
2197,1,1/1/2016,Aerial,55275
2373,1,1/1/2016,Aerial,55275
8227,1,3/1/2017,Dirt,54946
4605,9,1/1/2016,Aerial,54886
5869,2,1/1/2016,Aerial,54886
5868,7669,1/1/2016,Aerial,54886
4532,2,1/1/2016,Aerial,54886
5911,2,1/1/2016,Aerial,54886
4662,9,1/1/2016,Aerial,54886
5864,1,1/1/2016,Aerial,54886
5866,1,1/1/2016,Aerial,54886
1975,3,1/1/2016,Aerial,54886
5326,1,1/1/2016,Aerial,54000
5323,1,1/1/2016,Aerial,54000
5355,1,1/1/2016,Aerial,54000
5321,1,1/1/2016,Aerial,54000
5322,1,1/1/2016,Aerial,54000
1395,9,1/1/2016,Aerial,53643
705,3,1/1/2016,Aerial,53640
1471,5,1/1/2016,Aerial,52934
1436,3,1/1/2016,Aerial,52934
9097,6,5/1/2017,Aerial,52885
18950,8,12/1/2017,Aerial,52885
14220,5,10/1/2017,Aerial,52885
9010,5,5/1/2017,Aerial,52885
11951,2,8/1/2017,Aerial,52885
10302,3,5/1/2017,Aerial,52885
9088,5,5/1/2017,Aerial,52885
14346,8,10/1/2017,Aerial,52885
14318,9,10/1/2017,Aerial,52885
9233,3,5/1/2017,Aerial,52885
10590,3,7/1/2017,Aerial,52885
13696,9,9/1/2017,Aerial,52885
16201,7329,10/1/2017,Aerial,52885
13946,8,10/1/2017,Aerial,52885
10455,7522,5/1/2017,Aerial,52885
16093,8,10/1/2017,Aerial,52885
8438,9,3/1/2017,Dirt,52596
2172,8632,1/1/2016,Aerial,51827
13931,3,9/1/2017,Dirt,51315
7580,4,2/1/2017,Aerial,51262
6445,5,1/1/2016,Aerial,51152
1216,9,1/1/2016,Aerial,50875
1215,1,1/1/2016,Aerial,50875
753,3,1/1/2016,Aerial,50400
5384,1,1/1/2016,Aerial,50400
5398,1,1/1/2016,Aerial,50400
4725,1,1/1/2016,Aerial,50400
6998,4,1/1/2017,Aerial,49834
6958,4,1/1/2017,Aerial,49834
6960,4,1/1/2017,Aerial,49834
6959,4,1/1/2017,Aerial,49834
16990,9,11/1/2017,Dirt,49808
921,6877,1/1/2016,Aerial,49680
17628,6877,9/1/2017,Dirt,49291
8669,9,4/1/2017,Dirt,49291
8181,6,3/1/2017,Dirt,49291
3909,9,1/1/2016,Aerial,49026
5214,3,1/1/2016,Aerial,49026
5217,9,1/1/2016,Aerial,49026
3723,3,1/1/2016,Aerial,49026
3946,8,1/1/2016,Aerial,49026
3910,8606,1/1/2016,Aerial,49026
3707,3,1/1/2016,Aerial,49026
5216,3,1/1/2016,Aerial,49026
3908,5,1/1/2016,Aerial,49026
4155,7522,1/1/2016,Aerial,49026
4135,3,1/1/2016,Aerial,49026
4081,1,1/1/2016,Aerial,49026
5007,5,1/1/2016,Aerial,49026
4121,3,1/1/2016,Aerial,49026
4136,3,1/1/2016,Aerial,49026
3911,5,1/1/2016,Aerial,49026
3710,3,1/1/2016,Aerial,49026
3708,3,1/1/2016,Aerial,49026
3709,3,1/1/2016,Aerial,49026
4134,3,1/1/2016,Aerial,49026
5218,5,1/1/2016,Aerial,49026
4123,3,1/1/2016,Aerial,49026
4117,3,1/1/2016,Aerial,49026
4122,3,1/1/2016,Aerial,49026
5215,6877,1/1/2016,Aerial,48960
1629,3,1/1/2016,Aerial,48960
10141,6,6/1/2017,Aerial,48949
13176,8,9/1/2017,Aerial,48949
10853,3,8/1/2017,Aerial,48949
9781,8606,6/1/2017,Aerial,48949
9782,5,6/1/2017,Aerial,48949
10151,8606,6/1/2017,Aerial,48949
10840,8,8/1/2017,Aerial,48949
11875,8,8/1/2017,Aerial,48949
9984,5,6/1/2017,Aerial,48949
10199,3,6/1/2017,Aerial,48949
13174,8,9/1/2017,Aerial,48949
13932,1,9/1/2017,Aerial,48949
10150,6,6/1/2017,Aerial,48949
11877,8,8/1/2017,Aerial,48949
8031,3,3/1/2017,Aerial,48949
10854,3,8/1/2017,Aerial,48949
10841,8,8/1/2017,Aerial,48949
9794,3,6/1/2017,Aerial,48949
8150,5,3/1/2017,Aerial,48949
9793,3,6/1/2017,Aerial,48949
10303,3,6/1/2017,Aerial,48949
9983,9,6/1/2017,Aerial,48949
10301,9,6/1/2017,Aerial,48949
8151,4,3/1/2017,Aerial,48949
10304,3,6/1/2017,Aerial,48949
6441,9,1/1/2016,Aerial,48767
6443,5,1/1/2016,Aerial,48767
6458,6877,1/1/2016,Aerial,48767
6434,6877,1/1/2016,Aerial,48767
6528,6,12/1/2016,Aerial,48767
6442,5,1/1/2016,Aerial,48767
6527,6877,12/1/2016,Aerial,48767
6444,9,1/1/2016,Aerial,48767
6989,4,1/1/2017,Aerial,48420
7423,9,2/1/2017,Aerial,48420
7841,3,3/1/2017,Aerial,48420
6961,4,1/1/2017,Aerial,48420
7440,9,2/1/2017,Aerial,48420
7438,5,2/1/2017,Aerial,48420
6962,4,1/1/2017,Aerial,48420
7763,5,2/1/2017,Aerial,48420
6988,4,1/1/2017,Aerial,48420
7978,2,3/1/2017,Aerial,48420
11805,2,8/1/2017,Aerial,48420
7976,3,3/1/2017,Aerial,48420
9247,7329,5/1/2017,Aerial,48420
9072,5,4/1/2017,Aerial,48420
8964,9,4/1/2017,Aerial,48420
9263,9,5/1/2017,Aerial,48420
8994,3,4/1/2017,Aerial,48420
7970,6877,3/1/2017,Aerial,48420
8993,3,4/1/2017,Aerial,48420
8027,2,3/1/2017,Aerial,48420
9246,7329,5/1/2017,Aerial,48420
9071,5,4/1/2017,Aerial,48420
7969,8632,3/1/2017,Aerial,48420
11804,2,8/1/2017,Aerial,48420
8978,9,4/1/2017,Aerial,48420
1344,2,1/1/2016,Aerial,48131
8989,3,4/1/2017,Aerial,47866
8990,3,4/1/2017,Aerial,47866
18749,7329,12/1/2017,Aerial,47866
14137,1,9/1/2017,Aerial,47699
9787,7522,5/1/2017,Aerial,47699
17093,7329,11/1/2017,Aerial,47699
9320,3,5/1/2017,Aerial,47699
10747,8,7/1/2017,Aerial,47699
10750,7329,7/1/2017,Aerial,47699
10017,8,5/1/2017,Aerial,47699
9317,3,5/1/2017,Aerial,47699
10768,2,7/1/2017,Aerial,47699
9750,3,6/1/2017,Aerial,47699
9751,3,6/1/2017,Aerial,47699
9944,5,6/1/2017,Aerial,47699
10748,8,7/1/2017,Aerial,47699
10749,8,7/1/2017,Aerial,47699
13799,7669,9/1/2017,Aerial,47699
9305,5,5/1/2017,Aerial,47699
9945,5,6/1/2017,Aerial,47699
9306,9,5/1/2017,Aerial,47699
10769,2,7/1/2017,Aerial,47699
9938,3,6/1/2017,Aerial,47699
9788,6,5/1/2017,Aerial,47699
10016,8,5/1/2017,Aerial,47699
13622,8,8/1/2017,Aerial,47434
1524,8,1/1/2016,Aerial,47138
940,5,1/1/2016,Aerial,47138
9091,5,5/1/2017,Dirt,46850
9090,5,5/1/2017,Dirt,46850
625,5,1/1/2016,Aerial,46800
821,3,1/1/2016,Aerial,46800
6626,2,1/1/2017,Dirt,46539
6627,2,1/1/2017,Dirt,46539
7993,10525,3/1/2017,Aerial,46331
9786,2,6/1/2017,Aerial,46331
9785,9,6/1/2017,Aerial,46331
7994,2,3/1/2017,Aerial,46331
6046,5,1/1/2016,Dirt,46080
13970,7329,9/1/2017,Dirt,45784
13928,3,9/1/2017,Dirt,45784
9001,9,5/1/2017,Dirt,45733
8255,8,3/1/2017,Aerial,45522
10338,6877,6/1/2017,Aerial,45522
8322,9,3/1/2017,Aerial,45522
8256,8,3/1/2017,Aerial,45522
8254,3,3/1/2017,Aerial,45522
8339,5,3/1/2017,Aerial,45522
9790,6877,6/1/2017,Aerial,45522
8324,9,3/1/2017,Aerial,45522
8323,9,3/1/2017,Aerial,45522
8539,3,3/1/2017,Aerial,45522
9789,6877,6/1/2017,Aerial,45522
8340,6877,3/1/2017,Aerial,45522
8674,8606,3/1/2017,Aerial,45522
9992,1,6/1/2017,Aerial,45270
1339,1,1/1/2016,Aerial,45228
611,3,1/1/2016,Aerial,45228
13664,9,9/1/2017,Dirt,45099
14136,9,10/1/2017,Dirt,45099
14095,2,9/1/2017,Dirt,45099
9776,5,6/1/2017,Aerial,45068
9777,5,6/1/2017,Aerial,45068
6578,8,1/1/2017,Aerial,45000
6579,8,1/1/2017,Aerial,45000
6577,8,1/1/2017,Aerial,45000
628,2,1/1/2016,Aerial,45000
1950,8,1/1/2016,Aerial,44722
5859,2,1/1/2016,Aerial,44722
1951,1,1/1/2016,Aerial,44722
6371,2,1/1/2016,Aerial,44722
6370,1,1/1/2016,Aerial,44722
6273,7669,1/1/2016,Aerial,44722
6274,2,1/1/2016,Aerial,44722
5858,2,1/1/2016,Aerial,44722
6372,1,1/1/2016,Aerial,44722
2690,3,1/1/2016,Aerial,44682
4231,3,1/1/2016,Aerial,44682
6367,5,1/1/2016,Aerial,44682
6360,5,1/1/2016,Aerial,44682
6279,6,1/1/2016,Aerial,44682
1677,3,1/1/2016,Aerial,44682
3002,5,1/1/2016,Aerial,44682
1403,3,1/1/2016,Aerial,44682
2692,1,1/1/2016,Aerial,44682
6203,3,1/1/2016,Aerial,44682
1794,3,1/1/2016,Aerial,44682
2673,3,1/1/2016,Aerial,44682
2709,3,1/1/2016,Aerial,44682
3001,9,1/1/2016,Aerial,44682
1401,3,1/1/2016,Aerial,44682
2994,5,1/1/2016,Aerial,44682
1547,8632,1/1/2016,Aerial,44682
3000,9,1/1/2016,Aerial,44682
6366,5,1/1/2016,Aerial,44682
6257,3,1/1/2016,Aerial,44682
6258,3,1/1/2016,Aerial,44682
2688,3,1/1/2016,Aerial,44682
2094,6877,1/1/2016,Aerial,44682
6492,5,1/1/2016,Aerial,44682
6206,8,1/1/2016,Aerial,44682
1408,6877,1/1/2016,Aerial,44682
2096,3,1/1/2016,Aerial,44682
2676,3,1/1/2016,Aerial,44682
2995,5,1/1/2016,Aerial,44682
2999,5,1/1/2016,Aerial,44682
2990,5,1/1/2016,Aerial,44682
2467,3,1/1/2016,Aerial,44682
6387,3,1/1/2016,Aerial,44682
6128,5,1/1/2016,Aerial,44682
6280,6,1/1/2016,Aerial,44682
6384,3,1/1/2016,Aerial,44682
2693,6877,1/1/2016,Aerial,44682
6401,6,1/1/2016,Aerial,44682
6256,3,1/1/2016,Aerial,44682
2689,6,1/1/2016,Aerial,44682
2505,10525,1/1/2016,Aerial,44682
1707,5,1/1/2016,Aerial,44682
2998,5,1/1/2016,Aerial,44682
2093,3,1/1/2016,Aerial,44682
1716,3,1/1/2016,Aerial,44682
3004,9,1/1/2016,Aerial,44682
4062,6,1/1/2016,Aerial,44682
2466,8,1/1/2016,Aerial,44682
2992,5,1/1/2016,Aerial,44682
6205,5,1/1/2016,Aerial,44682
6290,7329,1/1/2016,Aerial,44682
6400,6877,1/1/2016,Aerial,44682
4232,3,1/1/2016,Aerial,44682
1795,3,1/1/2016,Aerial,44682
2506,3,1/1/2016,Aerial,44682
2095,3,1/1/2016,Aerial,44682
2674,8,1/1/2016,Aerial,44682
2996,6,1/1/2016,Aerial,44682
2691,6877,1/1/2016,Aerial,44682
4274,3,1/1/2016,Aerial,44682
1402,3,1/1/2016,Aerial,44682
2678,3,1/1/2016,Aerial,44682
4275,2,1/1/2016,Aerial,44682
2997,5,1/1/2016,Aerial,44682
6493,9,1/1/2016,Aerial,44682
1678,3,1/1/2016,Aerial,44682
2489,3,1/1/2016,Aerial,44682
6090,3,1/1/2016,Aerial,44682
1676,3,1/1/2016,Aerial,44682
2675,3,1/1/2016,Aerial,44682
2708,9,1/1/2016,Aerial,44682
6361,5,1/1/2016,Aerial,44682
3005,9,1/1/2016,Aerial,44682
2014,3,1/1/2016,Aerial,44682
2991,5,1/1/2016,Aerial,44682
6289,6,1/1/2016,Aerial,44682
1675,3,1/1/2016,Aerial,44682
6127,5,1/1/2016,Aerial,44682
5860,5,1/1/2016,Aerial,44682
917,3,1/1/2016,Aerial,44682
6383,3,1/1/2016,Aerial,44682
2694,9,1/1/2016,Aerial,44682
6385,7329,1/1/2016,Aerial,44682
2993,9,1/1/2016,Aerial,44682
6491,9,1/1/2016,Aerial,44682
4646,1,1/1/2016,Aerial,44681
4468,5,1/1/2016,Aerial,44681
4469,1,1/1/2016,Aerial,44681
1377,7669,1/1/2016,Aerial,44643
5726,9,1/1/2016,Aerial,44640
6494,9,1/1/2016,Aerial,44640
5766,9,1/1/2016,Aerial,44640
5765,9,1/1/2016,Aerial,44640
5756,7329,1/1/2016,Aerial,44640
5758,9,1/1/2016,Aerial,44640
8239,7522,3/1/2017,Aerial,44615
10146,5,6/1/2017,Aerial,44615
10145,8606,6/1/2017,Aerial,44615
9994,6,6/1/2017,Aerial,44615
5113,4,1/1/2016,Dirt,44377
6706,2,1/1/2017,Aerial,44284
6708,2,1/1/2017,Aerial,44284
13673,3,9/1/2017,Dirt,44140
5018,6,1/1/2016,Aerial,44019
3496,6,1/1/2016,Aerial,44019
3497,8,1/1/2016,Aerial,44019
4678,5,1/1/2016,Aerial,44019
6489,3,1/1/2016,Aerial,43920
6011,1,1/1/2016,Aerial,43920
6010,1,1/1/2016,Aerial,43920
6487,8,1/1/2016,Aerial,43920
18720,9,12/1/2017,Aerial,43767
6620,2,1/1/2017,Aerial,43740
6621,1,1/1/2017,Aerial,43740
6619,7669,1/1/2017,Aerial,43740
13915,8,9/1/2017,Dirt,43609
9162,7329,5/1/2017,Dirt,43521
9165,7329,5/1/2017,Dirt,43521
1601,2,1/1/2016,Aerial,43513
1670,1,1/1/2016,Aerial,43513
9155,1,5/1/2017,Dirt,43456
17737,7329,11/1/2017,Dirt,43263
17846,8135,12/1/2017,Dirt,43263
17738,7329,11/1/2017,Dirt,43263
17931,7329,11/1/2017,Dirt,43263
4479,1,1/1/2016,Aerial,43210
4480,7670,1/1/2016,Aerial,43210
5958,3,1/1/2016,Aerial,43194
690,3,1/1/2016,Aerial,43194
3837,3,1/1/2016,Aerial,43194
3845,3,1/1/2016,Aerial,43194
5922,8,1/1/2016,Aerial,43194
5965,3,1/1/2016,Aerial,43194
4083,3,1/1/2016,Aerial,43194
4624,3,1/1/2016,Aerial,43194
4082,3,1/1/2016,Aerial,43194
5944,3,1/1/2016,Aerial,43194
18313,3,11/1/2017,Aerial,42872
8395,8,4/1/2017,Dirt,42684
7654,4,2/1/2017,Aerial,42680
16217,5,10/1/2017,Aerial,42680
16216,5,10/1/2017,Aerial,42680
16242,8135,10/1/2017,Aerial,42680
696,5,1/1/2016,Dirt,42477
2461,10313,1/1/2016,Aerial,41969
1732,7669,1/1/2016,Aerial,41969
1113,6877,1/1/2016,Aerial,41969
3059,9,1/1/2016,Aerial,41969
1733,3,1/1/2016,Aerial,41969
18174,4,12/1/2017,Aerial,41822
17186,7329,11/1/2017,Dirt,41530
17395,9,11/1/2017,Dirt,41530
16622,9,11/1/2017,Dirt,41530
16623,8606,11/1/2017,Dirt,41530
17394,9,11/1/2017,Dirt,41530
16621,8606,11/1/2017,Dirt,41530
16874,8606,11/1/2017,Dirt,41530
16868,6877,11/1/2017,Dirt,41530
18788,8,12/1/2017,Dirt,41530
16817,7329,11/1/2017,Dirt,41375
16448,7670,10/1/2017,Dirt,41375
17788,4,11/1/2017,Aerial,41114
826,3,1/1/2016,Aerial,40320
13773,3,9/1/2017,Aerial,40235
13833,5,9/1/2017,Aerial,40235
13902,9,9/1/2017,Aerial,40235
13774,3,9/1/2017,Aerial,40235
13832,8606,9/1/2017,Aerial,40235
13909,6,9/1/2017,Aerial,40235
13901,5,9/1/2017,Aerial,40235
13771,3,9/1/2017,Aerial,40235
13770,3,9/1/2017,Aerial,40235
13817,1,10/1/2017,Aerial,40235
13904,5,9/1/2017,Aerial,40235
13972,8,9/1/2017,Aerial,40235
13831,9,9/1/2017,Aerial,40235
13775,3,9/1/2017,Aerial,40235
13776,3,9/1/2017,Aerial,40235
13816,2,10/1/2017,Aerial,40235
17287,3,11/1/2017,Aerial,40048
17284,3,11/1/2017,Aerial,40048
17288,3,11/1/2017,Aerial,40048
17285,3,11/1/2017,Aerial,40048
17283,3,11/1/2017,Aerial,40048
17884,8,11/1/2017,Aerial,39930
4026,9,1/1/2016,Aerial,39918
1240,5,1/1/2016,Aerial,39897
4669,9,1/1/2016,Aerial,39897
4763,9,1/1/2016,Aerial,39897
3849,7672,1/1/2016,Aerial,39897
4762,6,1/1/2016,Aerial,39897
9089,9,5/1/2017,Dirt,39786
8328,9,3/1/2017,Dirt,39378
828,3,1/1/2016,Aerial,39125
12318,6,8/1/2017,Dirt,39089
10488,9,7/1/2017,Aerial,39053
1949,3,1/1/2016,Aerial,38984
1850,3,1/1/2016,Aerial,38984
13541,9,9/1/2017,Dirt,38763
13607,10744,9/1/2017,Dirt,38750
13738,9,9/1/2017,Dirt,38750
13740,3,9/1/2017,Dirt,38750
13737,9,9/1/2017,Dirt,38750
17185,7329,11/1/2017,Dirt,38710
4375,11007,6/1/2016,Aerial,38640
17631,3,11/1/2017,Aerial,38507
6094,9,1/1/2016,Dirt,38160
5395,9,1/1/2016,Dirt,38160
6095,6,1/1/2016,Dirt,38160
5482,6,1/1/2016,Dirt,38160
5394,9,1/1/2016,Dirt,38160
5393,9,1/1/2016,Dirt,38160
6622,2,1/1/2017,Dirt,37876
